customerkey,Fullname,age,yearlyincome,numberchildrenathome,englisheducation,englishoccupation,numbercarsowned,City,Gender,MaritalStatus
11311,Gabrielle Lopez,63,70000.00,0,Graduate Degree,Management,2,Lynnwood,Female,Single
11312,Sara Richardson,64,70000.00,0,Graduate Degree,Management,2,Lynnwood,Female,Single
11313,Trevor Jenkins,64,70000.00,0,Graduate Degree,Management,2,Port Orchard,Male,Single
11314,Mya Flores,52,70000.00,0,Graduate Degree,Management,2,Issaquah,Female,Single
11315,Hailey Ward,63,70000.00,0,Graduate Degree,Management,2,Port Orchard,Female,Single
11316,Luke Allen,63,60000.00,0,Graduate Degree,Management,2,Langford,Male,Married
11317,Victoria Russell,57,40000.00,0,Partial College,Professional,2,Salem,Female,Single
11318,Jessica Wilson,64,40000.00,0,Partial College,Professional,2,Edmonds,Female,Single
11319,Jade Bailey,72,70000.00,0,Graduate Degree,Management,2,Oakland,Female,Married
11320,Morgan Hill,80,80000.00,0,Graduate Degree,Management,2,Glendale,Female,Married
11321,Terrance Raman,78,90000.00,0,Bachelors,Management,2,Burien,Male,Married
11322,Sydney Garcia,79,90000.00,0,Bachelors,Management,2,Bremerton,Female,Married
11323,Jose Patterson,77,120000.00,4,Graduate Degree,Management,3,Daly City,Male,Single
11324,Zachary Anderson,76,90000.00,0,Bachelors,Management,2,Glendale,Male,Married
11325,Elijah Ross,76,90000.00,0,Bachelors,Management,2,Seattle,Male,Single
11326,Rafael Xie,76,130000.00,3,Bachelors,Management,4,Beverly Hills,Male,Married
11327,Jaime Moreno,75,90000.00,0,Bachelors,Management,2,Burbank,Male,Married
11328,Julian Griffin,77,90000.00,0,Bachelors,Management,2,Newton,Male,Married
11329,Andy Alvarez,74,90000.00,0,Bachelors,Management,2,Concord,Male,Single
11330,Ryan Thompson,77,110000.00,4,Graduate Degree,Management,1,Oak Bay,Male,Married
11331,Samantha Jenkins,48,90000.00,4,Partial College,Skilled Manual,2,Shawnee,Female,Married
11332,Deanna Ramos,52,10000.00,0,Graduate Degree,Manual,0,Berlin,Female,Single
11333,Emily Miller,52,20000.00,0,Graduate Degree,Clerical,0,Newcastle upon Tyne,Female,Married
11334,Nicole Brown,54,10000.00,0,Bachelors,Manual,0,Stoke-on-Trent,Female,Married
11335,Carla Raman,43,10000.00,0,Bachelors,Manual,0,Hof,Female,Married
11336,Shaun Raji,48,20000.00,0,Graduate Degree,Clerical,0,Paris,Male,Married
11337,Jerome Romero,53,10000.00,0,Bachelors,Manual,0,Watford,Male,Married
11338,Frank Navarro,48,20000.00,0,Graduate Degree,Clerical,0,Bonn,Male,Married
11339,Dennis She,54,20000.00,0,Graduate Degree,Clerical,0,Paris,Male,Single
11340,Melody Munoz,74,10000.00,0,Graduate Degree,Clerical,0,Paris,Female,Married
11341,Randy Zeng,78,20000.00,0,Graduate Degree,Clerical,0,Cheltenham,Male,Married
11342,Marshall Wang,49,30000.00,0,Graduate Degree,Clerical,0,Boulogne-sur-Mer,Male,Married
11343,Arthur Carlson,45,10000.00,0,Bachelors,Manual,0,Oxon,Male,Married
11344,Jessie Jimenez,57,10000.00,0,Partial College,Manual,0,Oxford,Female,Married
11345,Robin Ramos,59,10000.00,0,Partial College,Manual,0,Tremblay-en-France,Female,Single
11346,Deanna Gutierrez,55,10000.00,0,Partial College,Manual,1,Paris,Female,Single
11347,Roy Navarro,50,10000.00,0,Partial College,Manual,1,Braunschweig,Male,Married
11348,Shawn Rai,61,10000.00,0,Partial College,Manual,1,Paderborn,Male,Married
11349,Mindy Luo,58,10000.00,0,Partial College,Manual,1,München,Female,Married
11350,Cara Zhou,80,30000.00,0,Graduate Degree,Clerical,0,Peterborough,Female,Married
11351,Anne Ramos,70,20000.00,0,Bachelors,Clerical,0,London,Female,Single
11352,Raymond Rodriguez,77,10000.00,0,Partial College,Manual,1,Pantin,Male,Married
11353,Carrie Ortega,74,30000.00,0,Bachelors,Clerical,0,Warrington,Female,Single
11354,Deanna Suarez,75,20000.00,0,Partial College,Manual,0,Grevenbroich,Female,Married
11355,Roberto Gutierrez,74,40000.00,0,Graduate Degree,Clerical,0,Wokingham,Male,Married
11356,Terrence Carson,35,10000.00,0,Partial College,Manual,1,Lavender Bay,Male,Single
11357,Ramon Ye,36,10000.00,0,Partial College,Manual,1,Caloundra,Male,Single
11358,Cynthia Malhotra,36,10000.00,0,Partial College,Manual,1,Coffs Harbour,Female,Single
11359,Jarrod Prasad,36,10000.00,0,Partial College,Manual,1,Malabar,Male,Single
11360,Tyrone Serrano,36,10000.00,0,Partial College,Manual,1,Rockhampton,Male,Single
11361,Cindy Ramos,40,10000.00,0,High School,Manual,2,Newcastle,Female,Married
11362,Damien Shan,39,10000.00,0,High School,Manual,2,Cranbourne,Male,Married
11363,Julian Ross,37,10000.00,0,High School,Manual,2,Melbourne,Male,Single
11364,Jennifer Collins,35,10000.00,1,High School,Manual,0,Geelong,Female,Single
11365,Brittney Sun,36,10000.00,1,High School,Manual,0,Findon,Female,Single
11366,Virginia Patel,37,20000.00,0,Bachelors,Clerical,0,Seaford,Female,Married
11367,Calvin Nara,38,20000.00,0,Bachelors,Clerical,0,North Sydney,Male,Married
11368,Edward Miller,36,10000.00,1,High School,Manual,0,Rockhampton,Male,Single
11369,Ashlee Tang,38,20000.00,0,Bachelors,Clerical,0,Findon,Female,Married
11370,Alicia Xu,39,20000.00,0,Bachelors,Clerical,0,South Melbourne,Female,Married
11371,Lacey Jai,39,20000.00,0,Bachelors,Clerical,0,Rockhampton,Female,Married
11372,Wendy Romero,37,20000.00,0,Bachelors,Clerical,0,Brisbane,Female,Single
11373,Carly Luo,68,30000.00,0,Bachelors,Clerical,0,Salzgitter,Female,Married
11374,Jimmy Ortega,74,30000.00,0,Bachelors,Clerical,0,Werne,Male,Single
11375,Francisco Martinez,74,30000.00,0,Bachelors,Clerical,0,High Wycombe,Male,Married
11376,Lance Vazquez,74,40000.00,0,Graduate Degree,Clerical,0,Liverpool,Male,Single
11377,David Robinett,56,30000.00,0,Graduate Degree,Clerical,0,Solingen,Male,Married
11378,Shannon Liang,56,10000.00,1,High School,Manual,1,Metz,Female,Single
11379,Gary Vazquez,45,10000.00,1,High School,Manual,1,Boulogne-Billancourt,Male,Married
11380,Mitchell Kumar,56,20000.00,0,Partial College,Manual,1,Saarlouis,Male,Single
11381,Meredith Raman,50,20000.00,0,Partial College,Manual,1,London,Female,Married
11382,Edward Patterson,47,20000.00,0,Partial College,Manual,1,Roubaix,Male,Married
11383,Marie Gill,57,30000.00,0,Graduate Degree,Clerical,0,Roissy en Brie,Female,Married
11384,Tiffany Wang,51,30000.00,0,Bachelors,Clerical,0,Les Ulis,Female,Married
11385,Miguel Allen,51,30000.00,0,Bachelors,Clerical,0,York,Male,Single
11386,Jaclyn Cai,51,30000.00,0,Bachelors,Clerical,0,Darmstadt,Female,Married
11387,Megan Ramirez,56,40000.00,0,Graduate Degree,Clerical,0,Gateshead,Female,Single
11388,Joseph Martin,55,40000.00,0,Graduate Degree,Clerical,0,York,Male,Married
11389,Karl Shan,41,10000.00,1,High School,Manual,1,Duesseldorf,Male,Single
11390,Christine Raji,46,10000.00,1,High School,Manual,1,Saint Germain en Laye,Female,Single
11391,Lindsay Xie,46,10000.00,2,High School,Manual,0,Salzgitter,Female,Single
11392,Willie Zhao,41,10000.00,2,High School,Manual,0,Frankfurt,Male,Single
11393,Kurt Pal,48,10000.00,2,High School,Manual,0,Saint Ouen,Male,Single
11394,George McDonald,45,10000.00,2,High School,Manual,0,Milton Keynes,Male,Single
11395,Beth Gutierrez,44,30000.00,0,Bachelors,Clerical,0,Frankfurt,Female,Single
11396,Ian Lopez,47,10000.00,2,High School,Manual,1,Saarlouis,Male,Married
11397,Latoya Shan,48,20000.00,0,Partial College,Manual,1,Paris,Female,Single
11398,Colin Nath,45,30000.00,0,Bachelors,Clerical,0,Newcastle upon Tyne,Male,Single
11399,Brenda Mehta,47,30000.00,0,Bachelors,Clerical,0,Paris,Female,Single
11400,Franklin Raji,40,40000.00,0,Graduate Degree,Clerical,0,London,Male,Single
11401,Linda Navarro,46,40000.00,0,Graduate Degree,Clerical,0,Paris,Female,Married
11402,Kelli Cai,46,40000.00,0,Graduate Degree,Clerical,0,Orleans,Female,Married
11403,Nancy Schmidt,41,40000.00,0,Graduate Degree,Clerical,0,Saint Ouen,Female,Single
11404,Megan Taylor,65,10000.00,0,Partial College,Manual,2,Kassel,Female,Single
11405,Bonnie Goel,65,10000.00,0,Partial College,Manual,2,Bonn,Female,Single
11406,Latoya Xu,64,20000.00,0,Partial College,Manual,1,Paris,Female,Married
11407,Mario She,65,20000.00,0,Partial College,Manual,1,Münster,Male,Married
11408,Darren Gill,58,10000.00,1,High School,Manual,2,London,Male,Married
11409,Jacqueline Hayes,42,10000.00,2,High School,Manual,1,Saint Germain en Laye,Female,Single
11410,Maurice Goel,47,20000.00,1,Partial College,Manual,0,Paris,Male,Married
11411,Devin Ross,63,80000.00,2,Partial College,Professional,1,Ingolstadt,Male,Married
11412,Sydney Bryant,61,80000.00,2,Partial College,Professional,1,Ingolstadt,Female,Single
11413,Megan Stewart,61,80000.00,2,Partial College,Professional,1,Gateshead,Female,Married
11414,Ian Richardson,61,80000.00,2,Partial College,Professional,1,Kirkby,Male,Single
11415,Randy She,73,90000.00,0,Partial College,Professional,2,Darmstadt,Male,Single
11416,Katrina Becker,71,60000.00,1,Partial High School,Skilled Manual,4,Croix,Female,Married
11417,Lacey Zheng,71,70000.00,1,High School,Professional,2,Pantin,Female,Married
11418,Rafael Hu,72,90000.00,0,Partial College,Professional,2,Paderborn,Male,Single
11419,Kyle Scott,72,150000.00,4,Graduate Degree,Management,4,Watford,Male,Married
11420,Jordan Turner,69,100000.00,3,Bachelors,Management,4,Roubaix,Male,Married
11421,Amy Sun,68,110000.00,4,Bachelors,Management,4,Offenbach,Female,Married
11422,Dustin Deng,68,170000.00,4,Bachelors,Management,3,Liverpool,Male,Married
11423,Jasmine Stewart,60,80000.00,2,Partial College,Professional,1,Hamburg,Female,Married
11424,Pamela Garcia,58,80000.00,2,Partial College,Professional,2,Berlin,Female,Married
11425,Ariana Gray,56,90000.00,2,High School,Professional,2,Metz,Female,Married
11426,Kristopher Mehta,63,110000.00,4,Bachelors,Management,4,Braunschweig,Male,Married
11427,Desiree Dominguez,61,110000.00,5,Partial College,Professional,2,Kiel,Female,Married
11428,Deanna Perez,61,120000.00,5,Bachelors,Management,2,Poing,Female,Single
11429,Marco Lopez,63,80000.00,1,Partial College,Professional,2,Sèvres,Male,Married
11430,Casey Yuan,65,90000.00,1,High School,Professional,2,Bottrop,Female,Married
11431,Bryant Garcia,46,110000.00,5,Partial College,Professional,2,Hof,Male,Married
11432,Dominique Prasad,64,80000.00,2,High School,Professional,2,Roissy en Brie,Female,Married
11433,Maurice Shan,64,80000.00,2,High School,Professional,2,Tremblay-en-France,Male,Married
11434,Andre Lopez,60,170000.00,5,Partial College,Professional,4,West Sussex,Male,Married
11435,Robin Romero,68,100000.00,4,Partial College,Management,4,Kiel,Female,Single
11436,Taylor Cox,66,160000.00,5,Partial College,Management,4,Watford,Female,Married
11437,Alfredo Moreno,67,90000.00,1,High School,Management,3,Villeneuve-d'Ascq,Male,Married
11438,Jenny Nara,67,130000.00,5,High School,Management,4,Werne,Female,Married
11439,Janet Munoz,68,90000.00,1,High School,Management,3,Paris La Defense,Female,Married
11440,Sergio Weber,69,80000.00,0,Partial High School,Skilled Manual,2,Lille,Male,Married
11441,Erika Gomez,71,90000.00,0,Partial High School,Skilled Manual,2,Paris,Female,Married
11442,Joseph Harris,69,90000.00,0,Partial High School,Skilled Manual,2,Tremblay-en-France,Male,Married
11443,Grace Griffin,39,60000.00,0,Bachelors,Professional,4,Hobart,Female,Single
11444,Tina Mehta,39,70000.00,0,Bachelors,Professional,3,Bendigo,Female,Married
11445,Kari Kim,40,70000.00,0,Bachelors,Professional,3,Silverwater,Female,Single
11446,Bethany Chander,40,70000.00,0,Bachelors,Professional,3,Lane Cove,Female,Single
11447,Jennifer Roberts,40,70000.00,0,Bachelors,Professional,4,Hervey Bay,Female,Married
11448,Kyle Patterson,40,80000.00,0,Bachelors,Professional,3,Melbourne,Male,Single
11449,Alvin Hu,40,80000.00,0,Bachelors,Professional,3,Seaford,Male,Married
11450,Brett Mehta,39,130000.00,5,High School,Management,4,Cloverdale,Male,Single
11451,Ruben Muñoz,40,70000.00,0,Bachelors,Professional,4,Newcastle,Male,Single
11452,Erika Rubio,41,80000.00,0,Bachelors,Professional,3,Caloundra,Female,Single
11453,Stanley Malhotra,36,80000.00,0,Bachelors,Professional,3,Hobart,Male,Single
11454,Melinda Navarro,41,80000.00,0,Bachelors,Professional,3,Melbourne,Female,Single
11455,Ross Sanz,41,100000.00,5,High School,Management,2,Melton,Male,Married
11456,Jon Gao,40,120000.00,5,Partial High School,Professional,4,St. Leonards,Male,Married
11457,Jaime Gutierrez,42,90000.00,0,Bachelors,Professional,3,Wollongong,Female,Married
11458,Bianca Liu,44,100000.00,5,High School,Management,2,Springwood,Female,Married
11459,Tasha Deng,42,80000.00,0,Bachelors,Professional,3,Port Macquarie,Female,Single
11460,Melvin Chande,37,90000.00,0,Bachelors,Professional,3,Cranbourne,Male,Single
11461,Victor Jimenez,43,90000.00,0,Bachelors,Professional,3,Lavender Bay,Male,Single
11462,Laura Lin,43,110000.00,5,High School,Management,4,Matraville,Female,Married
11463,Alisha Beck,45,110000.00,5,High School,Management,4,Cloverdale,Female,Married
11464,Alejandro Huang,43,90000.00,0,Bachelors,Professional,4,South Melbourne,Male,Married
11465,Louis Luo,44,90000.00,0,Bachelors,Professional,4,Gold Coast,Male,Married
11466,Grant Tang,45,150000.00,5,Partial High School,Management,4,Lavender Bay,Male,Married
11467,Arturo Zheng,47,170000.00,5,Graduate Degree,Management,4,St. Leonards,Male,Married
11468,Jaclyn Andersen,40,40000.00,1,Bachelors,Skilled Manual,0,York,Female,Married
11469,Edwin Raji,44,10000.00,0,Partial High School,Manual,2,York,Male,Single
11470,Jay Suarez,42,20000.00,0,Partial High School,Manual,2,Stuttgart,Male,Single
11471,Latasha Suarez,43,30000.00,0,Partial College,Clerical,1,Chatou,Female,Single
11472,Kenneth Kumar,52,60000.00,2,Bachelors,Professional,2,Hawthorne,Male,Single
11473,Grace Henderson,36,20000.00,0,Partial High School,Manual,2,Drancy,Female,Single
11474,Melvin Xu,37,20000.00,0,Partial High School,Manual,2,Peterborough,Male,Single
11475,Cesar Subram,38,30000.00,0,High School,Manual,1,London,Male,Single
11476,Erika Navarro,42,40000.00,1,Bachelors,Skilled Manual,0,Kirkby,Female,Married
11477,Tristan Hughes,38,30000.00,0,High School,Manual,1,Darmstadt,Male,Single
11478,Billy Hernandez,38,30000.00,0,High School,Manual,1,Sèvres,Male,Single
11479,Darryl Wu,43,40000.00,1,Bachelors,Skilled Manual,0,Saint Ouen,Male,Married
11480,Colleen Ma,37,40000.00,1,Bachelors,Skilled Manual,0,Tremblay-en-France,Female,Married
11481,Erica Hu,43,40000.00,1,Bachelors,Skilled Manual,0,Braunschweig,Female,Married
11482,Adrienne Torres,42,30000.00,0,High School,Manual,1,Warrington,Female,Single
11483,Calvin Chande,38,40000.00,1,Bachelors,Skilled Manual,1,Paris,Male,Married
11484,Erick Sai,38,40000.00,2,Partial College,Clerical,0,Neunkirchen,Male,Single
11485,Donald Chandra,42,40000.00,2,Partial College,Clerical,0,Esher-Molesey,Male,Married
11486,Ariana Rogers,40,10000.00,0,Partial High School,Manual,2,Erlangen,Female,Single
11487,Morgan Jones,45,10000.00,0,Partial High School,Manual,2,Dunkerque,Female,Single
11488,Jermaine Lopez,43,20000.00,0,Partial High School,Manual,2,London,Male,Single
11489,Deborah Goel,44,20000.00,0,Partial High School,Manual,2,Oxford,Female,Single
11490,Danny Rubio,46,20000.00,0,Partial High School,Manual,2,Paris La Defense,Male,Single
11491,Andre Perez,38,20000.00,0,Partial High School,Manual,2,London,Male,Married
11492,Terrence Chander,39,30000.00,0,High School,Manual,1,Eilenburg,Male,Single
11493,Dawn Wu,44,40000.00,2,Partial College,Clerical,0,London,Female,Single
11494,Jimmy Gutierrez,44,40000.00,2,Partial College,Clerical,0,Runcorn,Male,Single
11495,Francis Jimenez,45,40000.00,2,Partial College,Clerical,1,Bonn,Male,Single
11496,Gary Ortega,44,40000.00,2,Partial College,Clerical,2,Warrington,Male,Single
11497,Katrina Nath,41,40000.00,2,Partial College,Clerical,2,Newcastle upon Tyne,Female,Single
11498,Arturo Sun,43,40000.00,3,Partial College,Clerical,2,Cliffside,Male,Single
11499,Pedro Vance,42,40000.00,3,Partial College,Clerical,2,Concord,Male,Single
11500,Sarah Simmons,42,40000.00,0,Graduate Degree,Skilled Manual,0,Langley,Female,Single
11501,Brandy Chandra,41,40000.00,3,Partial College,Clerical,2,Cliffside,Female,Single
11502,Jared Peterson,42,40000.00,4,Partial College,Clerical,1,Shawnee,Male,Single
11503,Dennis Wu,86,50000.00,0,Graduate Degree,Skilled Manual,0,Coronado,Male,Married
11504,Jordan Baker,86,40000.00,0,Bachelors,Skilled Manual,1,Downey,Female,Married
11505,Jasmine Powell,50,60000.00,0,Graduate Degree,Skilled Manual,0,Burnaby,Female,Single
11506,Nicholas Brown,51,60000.00,0,Graduate Degree,Skilled Manual,0,Port Hammond,Male,Single
11507,Isabella Russell,50,60000.00,0,Graduate Degree,Skilled Manual,0,Victoria,Female,Single
11508,Elizabeth Wilson,50,60000.00,0,Graduate Degree,Skilled Manual,0,Lynnwood,Female,Single
11509,Roger Harui,58,30000.00,0,Bachelors,Skilled Manual,1,Novato,Female,Married
11510,Seth Roberts,63,30000.00,0,Bachelors,Skilled Manual,1,N. Vancouver,Male,Married
11511,Caleb Perry,58,30000.00,0,Bachelors,Skilled Manual,1,Lebanon,Male,Married
11512,Natalie Campbell,46,20000.00,0,Partial High School,Manual,2,Oak Bay,Female,Single
11513,Alyssa Howard,57,20000.00,0,Partial High School,Manual,2,Royal Oak,Female,Single
11514,Dalton Diaz,57,30000.00,0,High School,Clerical,1,Tacoma,Male,Married
11515,Shannon Huang,61,30000.00,0,High School,Clerical,1,Burbank,Female,Married
11516,Mya Gonzales,44,30000.00,0,High School,Clerical,1,Colma,Female,Married
11517,Katherine Bryant,63,40000.00,0,Partial College,Clerical,1,Redwood City,Female,Married
11518,Edward Washington,62,40000.00,0,Partial College,Clerical,1,Milwaukie,Male,Married
11519,Jerome Navarro,62,40000.00,0,Partial College,Clerical,1,Cliffside,Male,Married
11520,Jada Morgan,62,40000.00,0,Partial College,Clerical,1,Port Hammond,Female,Married
11521,Ariana Peterson,45,40000.00,0,Partial College,Clerical,1,Walla Walla,Female,Married
11522,Christian Hughes,48,80000.00,0,Graduate Degree,Skilled Manual,0,Oregon City,Male,Married
11523,Lucas Taylor,60,40000.00,0,Partial College,Clerical,1,N. Vancouver,Male,Married
